 -0.1421751E-03,  0.1688376E-04,  0.5264209E-02
 -0.5309572E-05,  0.1524261E-03,  0.5132421E-02
 -0.1002128E-03, -0.5336873E-04,  0.5115809E-02
 -0.2953470E-03,  0.1251869E-03,  0.5042472E-02
 -0.1416756E-03,  0.1065292E-03,  0.5214585E-02
 -0.1135479E-03,  0.1770019E-04,  0.5329496E-02
  0.2342372E-04,  0.1537874E-03,  0.5199177E-02
 -0.7238162E-04, -0.5341721E-04,  0.5183540E-02
 -0.2693002E-03,  0.1227831E-03,  0.5110299E-02
 -0.1174218E-03,  0.1022477E-03,  0.5281226E-02
 -0.9400727E-04,  0.1901773E-04,  0.5372466E-02
  0.4303957E-04,  0.1556438E-03,  0.5243478E-02
 -0.5353035E-04, -0.5301801E-04,  0.5228750E-02
 -0.2521617E-03,  0.1208190E-03,  0.5155731E-02
 -0.1022315E-03,  0.9850647E-04,  0.5325572E-02
 -0.7893890E-04,  0.2053594E-04,  0.5404576E-02
  0.5815919E-04,  0.1576923E-03,  0.5276782E-02
 -0.3904880E-04, -0.5245632E-04,  0.5262902E-02
 -0.2393082E-03,  0.1190030E-03,  0.5190224E-02
 -0.9148130E-04,  0.9502078E-04,  0.5359090E-02
 -0.6656102E-04,  0.2212968E-04,  0.5430263E-02
  0.7057133E-04,  0.1598043E-03,  0.5303523E-02
 -0.2715964E-04, -0.5183962E-04,  0.5290434E-02
 -0.2289467E-03,  0.1172189E-03,  0.5218214E-02
 -0.8338000E-04,  0.9168128E-04,  0.5386223E-02
 -0.5599930E-04,  0.2372909E-04,  0.5451714E-02
  0.8115734E-04,  0.1619059E-03,  0.5325887E-02
 -0.1699326E-04, -0.5121779E-04,  0.5313535E-02
 -0.2201895E-03,  0.1154062E-03,  0.5241888E-02
 -0.7704384E-04,  0.8843387E-04,  0.5409170E-02
 -0.4676247E-04,  0.2528710E-04,  0.5470170E-02
  0.9041572E-04,  0.1639451E-03,  0.5345111E-02
 -0.8063282E-05, -0.5061580E-04,  0.5333446E-02
 -0.2125291E-03,  0.1135271E-03,  0.5262488E-02
 -0.7197180E-04,  0.8524718E-04,  0.5429179E-02
 -0.3854984E-04,  0.2676762E-04,  0.5486400E-02
  0.9865468E-04,  0.1658804E-03,  0.5361963E-02
 -0.7394638E-07, -0.5004581E-04,  0.5350942E-02
 -0.2056455E-03,  0.1115538E-03,  0.5280783E-02
 -0.6785294E-04,  0.8210056E-04,  0.5447032E-02
 -0.3116697E-04,  0.2814069E-04,  0.5500913E-02
  0.1060768E-03,  0.1676755E-03,  0.5376949E-02
  0.7164613E-05, -0.4951243E-04,  0.5366533E-02
 -0.1993212E-03,  0.1094637E-03,  0.5297289E-02
 -0.6448172E-04,  0.7897899E-04,  0.5463249E-02
 -0.2448387E-04,  0.2938036E-04,  0.5514064E-02
  0.1128212E-03,  0.1692974E-03,  0.5390417E-02
  0.1377850E-04, -0.4901543E-04,  0.5380578E-02
 -0.1933982E-03,  0.1072362E-03,  0.5312360E-02
 -0.6171586E-04,  0.7587055E-04,  0.5478195E-02
 -0.1841251E-04,  0.3046400E-04,  0.5526105E-02
  0.1189865E-03,  0.1707156E-03,  0.5402617E-02
  0.1985309E-04, -0.4855123E-04,  0.5393338E-02
 -0.1877551E-03,  0.1048509E-03,  0.5326257E-02
 -0.5945342E-04,  0.7276516E-04,  0.5492136E-02
 -0.1289398E-04,  0.3137244E-04,  0.5537219E-02
  0.1246442E-03,  0.1719015E-03,  0.5413729E-02
  0.2544665E-04, -0.4811385E-04,  0.5405007E-02
 -0.1822927E-03,  0.1022868E-03,  0.5339173E-02
 -0.5761933E-04,  0.6965399E-04,  0.5505273E-02
 -0.7890692E-05,  0.3209083E-04,  0.5547544E-02
  0.1298473E-03,  0.1728292E-03,  0.5423888E-02
  0.3059906E-04, -0.4769546E-04,  0.5415738E-02
 -0.1769247E-03,  0.9952145E-04,  0.5351253E-02
 -0.5615701E-04,  0.6652906E-04,  0.5517757E-02
 -0.3381539E-05,  0.3261004E-04,  0.5557178E-02
  0.1346358E-03,  0.1734755E-03,  0.5433196E-02
  0.3533780E-04, -0.4728685E-04,  0.5425652E-02
 -0.1715713E-03,  0.9653043E-04,  0.5362613E-02
 -0.5502286E-04,  0.6338328E-04,  0.5529707E-02
  0.6412474E-06,  0.3292867E-04,  0.5566194E-02
  0.1390412E-03,  0.1738203E-03,  0.5441729E-02
  0.3968268E-04, -0.4687784E-04,  0.5434848E-02
 -0.1661539E-03,  0.9328685E-04,  0.5373342E-02
 -0.5418237E-04,  0.6021038E-04,  0.5541217E-02
  0.4174293E-05,  0.3305561E-04,  0.5574644E-02
  0.1430889E-03,  0.1738470E-03,  0.5449546E-02
  0.4364988E-04, -0.4645756E-04,  0.5443411E-02
 -0.1605903E-03,  0.8976107E-04,  0.5383509E-02
 -0.5360730E-04,  0.5700515E-04,  0.5552359E-02
  0.7204740E-05,  0.3301318E-04,  0.5582565E-02
  0.1468014E-03,  0.1735425E-03,  0.5456694E-02
  0.4725590E-04, -0.4601499E-04,  0.5451414E-02
 -0.1547908E-03,  0.8592044E-04,  0.5393171E-02
 -0.5327343E-04,  0.5376366E-04,  0.5563191E-02
  0.9711662E-05,  0.3284052E-04,  0.5589981E-02
  0.1501996E-03,  0.1728961E-03,  0.5463215E-02
  0.5052192E-04, -0.4553958E-04,  0.5458921E-02
 -0.1486535E-03,  0.8172920E-04,  0.5402370E-02
 -0.5315867E-04,  0.5048346E-04,  0.5573754E-02
  0.1166740E-04,  0.3259699E-04,  0.5596915E-02
  0.1533050E-03,  0.1718992E-03,  0.5469143E-02
  0.5347883E-04, -0.4502251E-04,  0.5465988E-02
 -0.1420588E-03,  0.7714856E-04,  0.5411141E-02
 -0.5324142E-04,  0.4716397E-04,  0.5584082E-02
  0.1303886E-04,  0.3236509E-04,  0.5603391E-02
  0.1561403E-03,  0.1705425E-03,  0.5474517E-02
  0.5617313E-04, -0.4445905E-04,  0.5472662E-02
 -0.1348649E-03,  0.7213715E-04,  0.5419512E-02
 -0.5349894E-04,  0.4380674E-04,  0.5594195E-02
  0.1378877E-04,  0.3225207E-04,  0.5609449E-02
  0.1587307E-03,  0.1688140E-03,  0.5479375E-02
  0.5867349E-04, -0.4385304E-04,  0.5478976E-02
 -0.1269006E-03,  0.6665196E-04,  0.5427502E-02
 -0.5390585E-04,  0.4041584E-04,  0.5604104E-02
  0.1387668E-04,  0.3238936E-04,  0.5615148E-02
  0.1611039E-03,  0.1666953E-03,  0.5483761E-02
  0.6107620E-04, -0.4322551E-04,  0.5484937E-02
 -0.1179605E-03,  0.6065033E-04,  0.5435130E-02
 -0.5443256E-04,  0.3699814E-04,  0.5613813E-02
  0.1325956E-04,  0.3292890E-04,  0.5620591E-02
  0.1632900E-03,  0.1641577E-03,  0.5487728E-02
  0.6350421E-04, -0.4262982E-04,  0.5490510E-02
 -0.1077993E-03,  0.5409375E-04,  0.5442409E-02
 -0.5504360E-04,  0.3356367E-04,  0.5623318E-02
  0.1189213E-04,  0.3403463E-04,  0.5625932E-02
  0.1653205E-03,  0.1611577E-03,  0.5491335E-02
  0.6608651E-04, -0.4217411E-04,  0.5495594E-02
 -0.9613262E-04,  0.4695498E-04,  0.5449356E-02
 -0.5569605E-04,  0.3012598E-04,  0.5632604E-02
  0.9727177E-05,  0.3586711E-04,  0.5631404E-02
  0.1672272E-03,  0.1576322E-03,  0.5494650E-02
  0.6889648E-04, -0.4204161E-04,  0.5500001E-02
 -0.8264916E-04,  0.3923131E-04,  0.5455984E-02
 -0.5633777E-04,  0.2670242E-04,  0.5641652E-02
  0.6717604E-05,  0.3855641E-04,  0.5637343E-02
  0.1690399E-03,  0.1534929E-03,  0.5497753E-02
  0.7184509E-04, -0.4247400E-04,  0.5503488E-02
 -0.6705146E-04,  0.3096799E-04,  0.5462307E-02
 -0.5690584E-04,  0.2331465E-04,  0.5650433E-02
  0.2823984E-05,  0.4215390E-04,  0.5644223E-02
  0.1707840E-03,  0.1486208E-03,  0.5500733E-02
  0.7460918E-04, -0.4367396E-04,  0.5505877E-02
 -0.4915146E-04,  0.2229644E-04,  0.5468331E-02
 -0.5732504E-04,  0.1998912E-04,  0.5658910E-02
 -0.1963671E-05,  0.4654436E-04,  0.5652686E-02
  0.1724758E-03,  0.1428592E-03,  0.5503692E-02
  0.7674185E-04, -0.4566995E-04,  0.5507203E-02
 -0.2905387E-04,  0.1348637E-04,  0.5474035E-02
 -0.5750664E-04,  0.1675766E-04,  0.5667038E-02
 -0.7571998E-05,  0.5128994E-04,  0.5663549E-02
  0.1741168E-03,  0.1360070E-03,  0.5506749E-02
  0.7792712E-04, -0.4829201E-04,  0.5507720E-02
 -0.7418970E-05,  0.4991378E-05,  0.5479321E-02
 -0.5734770E-04,  0.1365826E-04,  0.5674764E-02
 -0.1373109E-04,  0.5539115E-04,  0.5677673E-02
  0.1756833E-03,  0.1278094E-03,  0.5510042E-02
 -0.2348952E-04, -0.1539318E-04,  0.5560803E-02
  0.1434800E-04, -0.2567260E-05,  0.5483915E-02
 -0.5673118E-04,  0.1073577E-04,  0.5682019E-02
